evid,latitude,longitude,depth,time,mag
1,35.96383023185684,-117.68564400675483,2.884861006426986,2000-12-13T15:01:00.776811672,1.0
2,36.05627137329504,-117.8444329042751,4.126800658158454,2000-12-13T15:02:01.054060821,1.0
3,35.89504705627552,-117.72528729679478,5.975069019281003,2000-12-13T15:03:00.864490179,1.0
4,35.895421309067984,-117.72804425375183,4.728122540702645,2000-12-13T15:04:01.071511128,1.0
5,35.91049376512659,-117.70066917290109,6.634437768436549,2000-12-13T15:05:00.877407017,1.0
6,35.66663110168569,-117.51789596240121,7.539320370945417,2000-12-13T15:06:01.085836845,1.0
7,35.560423199347355,-117.32609657666205,3.5438889999506373,2000-12-13T15:07:00.990937305,1.0
8,36.037198957617214,-117.86431320753901,3.7162310605667166,2000-12-13T15:08:00.993944479,1.0
9,35.95457845445668,-117.68634905995513,3.152184249382708,2000-12-13T15:09:00.893135528,1.0
10,35.587776084313106,-117.59789738739957,7.087231348284074,2000-12-13T15:10:01.369037024,1.0
11,35.93742448030366,-117.66767977584036,3.917954854582489,2000-12-13T15:11:00.322246661,1.0
12,35.583129384836795,-117.60990504304323,5.597276923688625,2000-12-13T15:12:01.175925092,1.0
13,35.91032691723607,-117.67430082906272,3.8322402546065417,2000-12-13T15:13:00.912391844,1.0
14,35.673308092151366,-117.47201277773019,5.187701253123423,2000-12-13T15:14:00.935329739,1.0
15,35.70078486488399,-117.52150622629402,7.0374827680155185,2000-12-13T15:15:00.864092448,1.0
16,35.684179959095324,-117.4785662525196,2.8584657267738924,2000-12-13T15:16:01.022371944,1.0
17,35.87436175982956,-117.6760612248613,7.3237190347702,2000-12-13T15:17:00.832376485,1.0
18,35.65461545417176,-117.53828323839761,8.668548018202712,2000-12-13T15:18:00.899712673,1.0
19,35.62801252010694,-117.42990429571891,6.1858359060436285,2000-12-13T15:19:01.034231107,1.0
20,35.88830975226487,-117.67754225183948,4.851803621932557,2000-12-13T15:20:01.113122451,1.0
21,35.58469298724342,-117.42351163744765,4.475135947721157,2000-12-13T15:21:01.533228801,1.0
22,35.58857031785407,-117.5769762258969,6.7978606028923165,2000-12-13T15:22:01.045187643,1.0
23,35.700978070496646,-117.51993359845018,7.80517943983199,2000-12-13T15:23:00.818894043,1.0
24,35.920346301795604,-117.70621647509546,6.871590261047715,2000-12-13T15:24:00.949720546,1.0
25,35.879614102525736,-117.68530133841367,7.448762811141988,2000-12-13T15:25:00.977540088,1.0
26,35.64264998501931,-117.44782495294794,7.559186999573144,2000-12-13T15:26:00.962047071,1.0
27,35.60831442267424,-117.59047539140454,5.606059580668826,2000-12-13T15:27:00.788361870,1.0
28,35.871242389011414,-117.70562278476187,5.257270102904672,2000-12-13T15:28:01.200766693,1.0
29,35.866550322797714,-117.68763782281309,5.491915508682524,2000-12-13T15:29:01.209007500,1.0
30,35.5662238839914,-117.59378489083191,6.944952293922336,2000-12-13T15:30:01.171948275,1.0
31,35.66188135455815,-117.49001323653424,4.586895215728079,2000-12-13T15:31:01.056624763,1.0
32,35.67942483930124,-117.48114950754035,5.697649387345539,2000-12-13T15:32:00.971520356,1.0
